,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2342755,1774-08-01,23.180999999999997,2.977,Florence,Italy,44.20N,11.18E
2342756,1774-09-01,17.637999999999995,3.177,Florence,Italy,44.20N,11.18E
2342757,1774-10-01,11.211,4.89,Florence,Italy,44.20N,11.18E
2342758,1774-11-01,4.981999999999998,8.392000000000001,Florence,Italy,44.20N,11.18E
2342759,1774-12-01,0.395,5.693,Florence,Italy,44.20N,11.18E
2342760,1775-01-01,2.391,5.709,Florence,Italy,44.20N,11.18E
2342761,1775-02-01,6.442,5.251,Florence,Italy,44.20N,11.18E
2342762,1775-03-01,8.402999999999999,2.177,Florence,Italy,44.20N,11.18E
2342763,1775-04-01,10.101,1.226,Florence,Italy,44.20N,11.18E
2342764,1775-05-01,14.147,3.606,Florence,Italy,44.20N,11.18E
2342765,1775-06-01,19.959,5.657,Florence,Italy,44.20N,11.18E
2342766,1775-07-01,22.637,1.628,Florence,Italy,44.20N,11.18E
2342767,1775-08-01,21.949,1.732,Florence,Italy,44.20N,11.18E
2342768,1775-09-01,18.03,3.014,Florence,Italy,44.20N,11.18E
2342769,1775-10-01,13.223,3.602,Florence,Italy,44.20N,11.18E
2342770,1775-11-01,8.128,7.468,Florence,Italy,44.20N,11.18E
2342771,1775-12-01,2.205,1.849,Florence,Italy,44.20N,11.18E
2342772,1776-01-01,1.4229999999999998,7.12,Florence,Italy,44.20N,11.18E
2342773,1776-02-01,4.577,4.641,Florence,Italy,44.20N,11.18E
2342774,1776-03-01,8.491999999999999,4.066,Florence,Italy,44.20N,11.18E
2342775,1776-04-01,10.807,1.321,Florence,Italy,44.20N,11.18E
2342776,1776-05-01,13.715,4.381,Florence,Italy,44.20N,11.18E
2342777,1776-06-01,19.187,3.951,Florence,Italy,44.20N,11.18E
2342778,1776-07-01,21.709,2.307,Florence,Italy,44.20N,11.18E
2342779,1776-08-01,22.017,4.863,Florence,Italy,44.20N,11.18E
2342780,1776-09-01,16.512,3.053,Florence,Italy,44.20N,11.18E
2342781,1776-10-01,12.126,3.283,Florence,Italy,44.20N,11.18E
2342782,1776-11-01,6.627999999999999,6.24,Florence,Italy,44.20N,11.18E
2342783,1776-12-01,2.056,4.02,Florence,Italy,44.20N,11.18E
2342784,1777-01-01,0.054999999999999716,3.632,Florence,Italy,44.20N,11.18E
2342785,1777-02-01,3.327,5.377000000000002,Florence,Italy,44.20N,11.18E
2342786,1777-03-01,8.911999999999997,2.077,Florence,Italy,44.20N,11.18E
2342787,1777-04-01,9.594,1.875,Florence,Italy,44.20N,11.18E
2342788,1777-05-01,14.121,3.89,Florence,Italy,44.20N,11.18E
2342789,1777-06-01,18.575,2.894,Florence,Italy,44.20N,11.18E
2342790,1777-07-01,20.196,1.933,Florence,Italy,44.20N,11.18E
2342791,1777-08-01,21.928,1.699,Florence,Italy,44.20N,11.18E
2342792,1777-09-01,17.879,5.023,Florence,Italy,44.20N,11.18E
2342793,1777-10-01,12.508,5.192,Florence,Italy,44.20N,11.18E
2342794,1777-11-01,8.426,2.533,Florence,Italy,44.20N,11.18E
2342795,1777-12-01,1.7990000000000002,2.978,Florence,Italy,44.20N,11.18E
2342796,1778-01-01,4.023,5.064,Florence,Italy,44.20N,11.18E
2342797,1778-02-01,3.655,4.581,Florence,Italy,44.20N,11.18E
2342798,1778-03-01,6.858,5.325,Florence,Italy,44.20N,11.18E
2342799,1778-04-01,12.466,1.656,Florence,Italy,44.20N,11.18E
2342800,1778-05-01,16.127000000000002,3.185,Florence,Italy,44.20N,11.18E
2342801,1778-06-01,18.795,6.812,Florence,Italy,44.20N,11.18E
2342802,1778-07-01,23.289,1.265,Florence,Italy,44.20N,11.18E
2342803,1778-08-01,21.944000000000006,3.2910000000000004,Florence,Italy,44.20N,11.18E
2342804,1778-09-01,16.948,1.413,Florence,Italy,44.20N,11.18E
2342805,1778-10-01,11.77,6.276,Florence,Italy,44.20N,11.18E
2342806,1778-11-01,7.467,5.187,Florence,Italy,44.20N,11.18E
2342807,1778-12-01,5.268,3.2230000000000003,Florence,Italy,44.20N,11.18E
2342808,1779-01-01,0.31099999999999994,3.838,Florence,Italy,44.20N,11.18E
2342809,1779-02-01,6.1110000000000015,9.27,Florence,Italy,44.20N,11.18E
2342810,1779-03-01,7.822999999999999,3.871,Florence,Italy,44.20N,11.18E
2342811,1779-04-01,12.863,4.308,Florence,Italy,44.20N,11.18E
2342812,1779-05-01,17.459,2.027,Florence,Italy,44.20N,11.18E
2342813,1779-06-01,17.322999999999997,3.699,Florence,Italy,44.20N,11.18E
2342814,1779-07-01,21.349,2.459,Florence,Italy,44.20N,11.18E
2342815,1779-08-01,21.186,3.98,Florence,Italy,44.20N,11.18E
2342816,1779-09-01,19.251,2.9760000000000004,Florence,Italy,44.20N,11.18E
2342817,1779-10-01,14.257,3.914,Florence,Italy,44.20N,11.18E
2342818,1779-11-01,7.468,2.388,Florence,Italy,44.20N,11.18E
2342819,1779-12-01,6.295,10.275,Florence,Italy,44.20N,11.18E
2342820,1780-01-01,1.485,5.791,Florence,Italy,44.20N,11.18E
2342821,1780-02-01,2.1340000000000003,3.609,Florence,Italy,44.20N,11.18E
2342822,1780-03-01,9.581,1.751,Florence,Italy,44.20N,11.18E
2342823,1780-04-01,10.428,3.138,Florence,Italy,44.20N,11.18E
2342824,1780-05-01,17.879,2.829,Florence,Italy,44.20N,11.18E
2342825,1780-06-01,20.94,5.523,Florence,Italy,44.20N,11.18E
2342826,1780-07-01,22.4,2.549,Florence,Italy,44.20N,11.18E
2342827,1780-08-01,21.252,5.792000000000002,Florence,Italy,44.20N,11.18E
2342828,1780-09-01,17.019000000000002,4.417,Florence,Italy,44.20N,11.18E
2342829,1780-10-01,14.281,2.364,Florence,Italy,44.20N,11.18E
2342830,1780-11-01,7.431,2.145,Florence,Italy,44.20N,11.18E
2342831,1780-12-01,2.4690000000000003,2.005,Florence,Italy,44.20N,11.18E
2342832,1781-01-01,2.0540000000000003,8.208,Florence,Italy,44.20N,11.18E
2342833,1781-02-01,4.2360000000000015,11.711,Florence,Italy,44.20N,11.18E
2342834,1781-03-01,8.065999999999999,1.472,Florence,Italy,44.20N,11.18E
2342835,1781-04-01,12.019,2.88,Florence,Italy,44.20N,11.18E
2342836,1781-05-01,16.514,3.0780000000000003,Florence,Italy,44.20N,11.18E
2342837,1781-06-01,19.545,1.626,Florence,Italy,44.20N,11.18E
2342838,1781-07-01,22.997,3.144,Florence,Italy,44.20N,11.18E
2342839,1781-08-01,22.642,1.074,Florence,Italy,44.20N,11.18E
2342840,1781-09-01,18.535,6.489,Florence,Italy,44.20N,11.18E
2342841,1781-10-01,11.005999999999998,1.22,Florence,Italy,44.20N,11.18E
2342842,1781-11-01,8.055,2.594,Florence,Italy,44.20N,11.18E
2342843,1781-12-01,5.001,7.157,Florence,Italy,44.20N,11.18E
2342844,1782-01-01,2.642,5.37,Florence,Italy,44.20N,11.18E
2342845,1782-02-01,0.5390000000000001,9.198,Florence,Italy,44.20N,11.18E
2342846,1782-03-01,6.079,2.21,Florence,Italy,44.20N,11.18E
2342847,1782-04-01,9.381,4.703,Florence,Italy,44.20N,11.18E
2342848,1782-05-01,13.68,3.687,Florence,Italy,44.20N,11.18E
2342849,1782-06-01,21.301,3.426,Florence,Italy,44.20N,11.18E
2342850,1782-07-01,23.897,5.655,Florence,Italy,44.20N,11.18E
2342851,1782-08-01,22.942,3.4730000000000003,Florence,Italy,44.20N,11.18E
2342852,1782-09-01,17.377000000000002,3.563,Florence,Italy,44.20N,11.18E
2342853,1782-10-01,10.828,4.287,Florence,Italy,44.20N,11.18E
2342854,1782-11-01,4.863,8.947000000000003,Florence,Italy,44.20N,11.18E
2342855,1782-12-01,3.012,6.585,Florence,Italy,44.20N,11.18E
2342856,1783-01-01,3.227,9.263,Florence,Italy,44.20N,11.18E
2342857,1783-02-01,6.0,5.1610000000000005,Florence,Italy,44.20N,11.18E
2342858,1783-03-01,6.7620000000000005,2.331,Florence,Italy,44.20N,11.18E
2342859,1783-04-01,11.244000000000002,2.021,Florence,Italy,44.20N,11.18E
2342860,1783-05-01,15.98,5.655,Florence,Italy,44.20N,11.18E
2342861,1783-06-01,19.07,1.943,Florence,Italy,44.20N,11.18E
2342862,1783-07-01,22.656,2.3080000000000003,Florence,Italy,44.20N,11.18E
2342863,1783-08-01,21.410999999999998,2.298,Florence,Italy,44.20N,11.18E
2342864,1783-09-01,18.43,4.394,Florence,Italy,44.20N,11.18E
2342865,1783-10-01,13.438,4.354,Florence,Italy,44.20N,11.18E
2342866,1783-11-01,6.537000000000001,3.1710000000000003,Florence,Italy,44.20N,11.18E
2342867,1783-12-01,2.373,3.27,Florence,Italy,44.20N,11.18E
2342868,1784-01-01,1.0689999999999995,10.874,Florence,Italy,44.20N,11.18E
2342869,1784-02-01,0.9790000000000001,9.006,Florence,Italy,44.20N,11.18E
2342870,1784-03-01,6.5,4.833,Florence,Italy,44.20N,11.18E
2342871,1784-04-01,8.121,8.881,Florence,Italy,44.20N,11.18E
2342872,1784-05-01,17.89,2.35,Florence,Italy,44.20N,11.18E
2342873,1784-06-01,20.629,2.351,Florence,Italy,44.20N,11.18E
2342874,1784-07-01,23.485,5.384,Florence,Italy,44.20N,11.18E
2342875,1784-08-01,22.201999999999998,7.991,Florence,Italy,44.20N,11.18E
2342876,1784-09-01,19.492,5.7639999999999985,Florence,Italy,44.20N,11.18E
2342877,1784-10-01,9.758,4.865,Florence,Italy,44.20N,11.18E
2342878,1784-11-01,6.4499999999999975,2.894,Florence,Italy,44.20N,11.18E
2342879,1784-12-01,1.935,2.878,Florence,Italy,44.20N,11.18E
2342880,1785-01-01,2.095,4.625,Florence,Italy,44.20N,11.18E
2342881,1785-02-01,2.0290000000000004,6.0920000000000005,Florence,Italy,44.20N,11.18E
2342882,1785-03-01,1.6739999999999997,4.04,Florence,Italy,44.20N,11.18E
2342883,1785-04-01,8.142999999999999,2.824,Florence,Italy,44.20N,11.18E
2342884,1785-05-01,15.514000000000001,5.127000000000002,Florence,Italy,44.20N,11.18E
2342885,1785-06-01,19.654,4.725,Florence,Italy,44.20N,11.18E
2342886,1785-07-01,21.56,4.4910000000000005,Florence,Italy,44.20N,11.18E
2342887,1785-08-01,21.314,4.343,Florence,Italy,44.20N,11.18E
2342888,1785-09-01,20.297,2.127,Florence,Italy,44.20N,11.18E
2342889,1785-10-01,11.88,3.57,Florence,Italy,44.20N,11.18E
2342890,1785-11-01,7.864,4.691,Florence,Italy,44.20N,11.18E
2342891,1785-12-01,4.707,2.394,Florence,Italy,44.20N,11.18E
2342892,1786-01-01,1.8459999999999999,2.615,Florence,Italy,44.20N,11.18E
2342893,1786-02-01,3.8480000000000003,2.35,Florence,Italy,44.20N,11.18E
2342894,1786-03-01,6.334,6.417000000000002,Florence,Italy,44.20N,11.18E
2342895,1786-04-01,11.572,4.177,Florence,Italy,44.20N,11.18E
2342896,1786-05-01,15.738,4.3439999999999985,Florence,Italy,44.20N,11.18E
2342897,1786-06-01,19.797,1.709,Florence,Italy,44.20N,11.18E
2342898,1786-07-01,21.214,5.039,Florence,Italy,44.20N,11.18E
2342899,1786-08-01,20.214,8.218,Florence,Italy,44.20N,11.18E
2342900,1786-09-01,17.369,9.359,Florence,Italy,44.20N,11.18E
2342901,1786-10-01,9.508,1.896,Florence,Italy,44.20N,11.18E
2342902,1786-11-01,6.8389999999999995,6.252999999999999,Florence,Italy,44.20N,11.18E
2342903,1786-12-01,2.9330000000000003,3.055,Florence,Italy,44.20N,11.18E
2342904,1787-01-01,1.841,4.763,Florence,Italy,44.20N,11.18E
2342905,1787-02-01,3.704,4.941,Florence,Italy,44.20N,11.18E
2342906,1787-03-01,7.224,3.885,Florence,Italy,44.20N,11.18E
2342907,1787-04-01,9.816,2.955,Florence,Italy,44.20N,11.18E
2342908,1787-05-01,13.125,5.595,Florence,Italy,44.20N,11.18E
2342909,1787-06-01,20.956,4.857,Florence,Italy,44.20N,11.18E
2342910,1787-07-01,22.01,7.402,Florence,Italy,44.20N,11.18E
2342911,1787-08-01,22.863000000000003,5.636,Florence,Italy,44.20N,11.18E
2342912,1787-09-01,17.472,3.267,Florence,Italy,44.20N,11.18E
2342913,1787-10-01,13.304,8.272,Florence,Italy,44.20N,11.18E
2342914,1787-11-01,8.186,1.465,Florence,Italy,44.20N,11.18E
2342915,1787-12-01,5.648,4.441,Florence,Italy,44.20N,11.18E
2342916,1788-01-01,4.051,2.523,Florence,Italy,44.20N,11.18E
2342917,1788-02-01,4.901,7.199,Florence,Italy,44.20N,11.18E
2342918,1788-03-01,9.417,4.089,Florence,Italy,44.20N,11.18E
2342919,1788-04-01,11.561,3.89,Florence,Italy,44.20N,11.18E
2342920,1788-05-01,16.124000000000002,2.388,Florence,Italy,44.20N,11.18E
2342921,1788-06-01,21.305999999999997,2.72,Florence,Italy,44.20N,11.18E
2342922,1788-07-01,24.661,4.998,Florence,Italy,44.20N,11.18E
2342923,1788-08-01,20.857,2.31,Florence,Italy,44.20N,11.18E
2342924,1788-09-01,18.688,1.473,Florence,Italy,44.20N,11.18E
2342925,1788-10-01,12.183,3.092,Florence,Italy,44.20N,11.18E
2342926,1788-11-01,5.4239999999999995,3.09,Florence,Italy,44.20N,11.18E
2342927,1788-12-01,-0.00199999999999978,4.3439999999999985,Florence,Italy,44.20N,11.18E
2342928,1789-01-01,0.6079999999999997,6.619,Florence,Italy,44.20N,11.18E
2342929,1789-02-01,4.2360000000000015,4.462,Florence,Italy,44.20N,11.18E
2342930,1789-03-01,4.667999999999998,4.984,Florence,Italy,44.20N,11.18E
2342931,1789-04-01,11.929,2.807,Florence,Italy,44.20N,11.18E
2342932,1789-05-01,18.055,3.995,Florence,Italy,44.20N,11.18E
2342933,1789-06-01,18.163,1.658,Florence,Italy,44.20N,11.18E
2342934,1789-07-01,22.163,3.235,Florence,Italy,44.20N,11.18E
2342935,1789-08-01,21.177,2.172,Florence,Italy,44.20N,11.18E
2342936,1789-09-01,17.903000000000006,1.469,Florence,Italy,44.20N,11.18E
2342937,1789-10-01,12.512,3.591,Florence,Italy,44.20N,11.18E
2342938,1789-11-01,5.651999999999999,1.44,Florence,Italy,44.20N,11.18E
2342939,1789-12-01,1.249,2.38,Florence,Italy,44.20N,11.18E
2342940,1790-01-01,1.921,5.056,Florence,Italy,44.20N,11.18E
2342941,1790-02-01,5.0470000000000015,5.3660000000000005,Florence,Italy,44.20N,11.18E
2342942,1790-03-01,6.734,2.892,Florence,Italy,44.20N,11.18E
2342943,1790-04-01,8.241,3.758,Florence,Italy,44.20N,11.18E
2342944,1790-05-01,16.247,1.978,Florence,Italy,44.20N,11.18E
2342945,1790-06-01,20.53,1.781,Florence,Italy,44.20N,11.18E
2342946,1790-07-01,21.13,2.062,Florence,Italy,44.20N,11.18E
2342947,1790-08-01,22.691,1.985,Florence,Italy,44.20N,11.18E
2342948,1790-09-01,17.916,3.017,Florence,Italy,44.20N,11.18E
2342949,1790-10-01,14.724,2.867,Florence,Italy,44.20N,11.18E
2342950,1790-11-01,8.266,1.314,Florence,Italy,44.20N,11.18E
2342951,1790-12-01,3.5260000000000002,9.625,Florence,Italy,44.20N,11.18E
2342952,1791-01-01,5.066,7.8679999999999986,Florence,Italy,44.20N,11.18E
2342953,1791-02-01,4.454,2.468,Florence,Italy,44.20N,11.18E
2342954,1791-03-01,7.729,4.114,Florence,Italy,44.20N,11.18E
2342955,1791-04-01,12.111,2.688,Florence,Italy,44.20N,11.18E
2342956,1791-05-01,14.653,2.23,Florence,Italy,44.20N,11.18E
2342957,1791-06-01,18.795,2.423,Florence,Italy,44.20N,11.18E
2342958,1791-07-01,21.954,1.74,Florence,Italy,44.20N,11.18E
2342959,1791-08-01,22.819000000000006,0.745,Florence,Italy,44.20N,11.18E
2342960,1791-09-01,17.613,2.472,Florence,Italy,44.20N,11.18E
2342961,1791-10-01,12.036,1.3219999999999998,Florence,Italy,44.20N,11.18E
2342962,1791-11-01,6.945,2.509,Florence,Italy,44.20N,11.18E
2342963,1791-12-01,4.596,1.764,Florence,Italy,44.20N,11.18E
2342964,1792-01-01,2.596,6.2429999999999986,Florence,Italy,44.20N,11.18E
2342965,1792-02-01,2.676,3.99,Florence,Italy,44.20N,11.18E
2342966,1792-03-01,7.631,2.238,Florence,Italy,44.20N,11.18E
2342967,1792-04-01,11.548,2.62,Florence,Italy,44.20N,11.18E
2342968,1792-05-01,15.078,1.578,Florence,Italy,44.20N,11.18E
2342969,1792-06-01,20.32,1.234,Florence,Italy,44.20N,11.18E
2342970,1792-07-01,22.555,2.724,Florence,Italy,44.20N,11.18E
2342971,1792-08-01,21.301,2.192,Florence,Italy,44.20N,11.18E
2342972,1792-09-01,17.053,4.018,Florence,Italy,44.20N,11.18E
2342973,1792-10-01,13.335,1.991,Florence,Italy,44.20N,11.18E
2342974,1792-11-01,7.521,3.699,Florence,Italy,44.20N,11.18E
2342975,1792-12-01,2.3280000000000003,3.709,Florence,Italy,44.20N,11.18E
2342976,1793-01-01,0.3679999999999999,5.005,Florence,Italy,44.20N,11.18E
2342977,1793-02-01,3.77,5.343,Florence,Italy,44.20N,11.18E
2342978,1793-03-01,6.676,4.275,Florence,Italy,44.20N,11.18E
2342979,1793-04-01,8.357999999999999,2.827,Florence,Italy,44.20N,11.18E
2342980,1793-05-01,14.05,1.831,Florence,Italy,44.20N,11.18E
2342981,1793-06-01,18.808,3.846,Florence,Italy,44.20N,11.18E
2342982,1793-07-01,23.678,5.721,Florence,Italy,44.20N,11.18E
2342983,1793-08-01,22.998,5.5,Florence,Italy,44.20N,11.18E
2342984,1793-09-01,18.367,2.555,Florence,Italy,44.20N,11.18E
2342985,1793-10-01,13.656,3.972,Florence,Italy,44.20N,11.18E
2342986,1793-11-01,8.434,5.595,Florence,Italy,44.20N,11.18E
2342987,1793-12-01,5.591,3.124,Florence,Italy,44.20N,11.18E
2342988,1794-01-01,4.29,6.169,Florence,Italy,44.20N,11.18E
2342989,1794-02-01,6.152,8.423,Florence,Italy,44.20N,11.18E
2342990,1794-03-01,8.248,1.953,Florence,Italy,44.20N,11.18E
2342991,1794-04-01,13.136,2.483,Florence,Italy,44.20N,11.18E
2342992,1794-05-01,15.493,3.55,Florence,Italy,44.20N,11.18E
2342993,1794-06-01,19.551,5.191,Florence,Italy,44.20N,11.18E
2342994,1794-07-01,23.877,7.174,Florence,Italy,44.20N,11.18E
2342995,1794-08-01,21.169,2.997,Florence,Italy,44.20N,11.18E
2342996,1794-09-01,16.137999999999998,2.742,Florence,Italy,44.20N,11.18E
2342997,1794-10-01,11.664000000000001,2.5980000000000003,Florence,Italy,44.20N,11.18E
2342998,1794-11-01,8.523,2.906,Florence,Italy,44.20N,11.18E
2342999,1794-12-01,2.763,2.826,Florence,Italy,44.20N,11.18E
2343000,1795-01-01,-2.0090000000000003,6.409,Florence,Italy,44.20N,11.18E
2343001,1795-02-01,1.6130000000000002,8.865,Florence,Italy,44.20N,11.18E
2343002,1795-03-01,6.641,2.406,Florence,Italy,44.20N,11.18E
2343003,1795-04-01,11.311,2.874,Florence,Italy,44.20N,11.18E
2343004,1795-05-01,16.924,5.081,Florence,Italy,44.20N,11.18E
2343005,1795-06-01,18.99,2.567,Florence,Italy,44.20N,11.18E
2343006,1795-07-01,20.277,4.078,Florence,Italy,44.20N,11.18E
2343007,1795-08-01,22.424,2.77,Florence,Italy,44.20N,11.18E
2343008,1795-09-01,17.902,4.667,Florence,Italy,44.20N,11.18E
2343009,1795-10-01,14.623,4.04,Florence,Italy,44.20N,11.18E
2343010,1795-11-01,6.561999999999999,3.228,Florence,Italy,44.20N,11.18E
2343011,1795-12-01,4.7620000000000005,3.234,Florence,Italy,44.20N,11.18E
2343012,1796-01-01,4.747999999999998,3.87,Florence,Italy,44.20N,11.18E
2343013,1796-02-01,4.744,1.238,Florence,Italy,44.20N,11.18E
2343014,1796-03-01,4.583,2.966,Florence,Italy,44.20N,11.18E
2343015,1796-04-01,9.315,1.4169999999999998,Florence,Italy,44.20N,11.18E
2343016,1796-05-01,14.643,1.44,Florence,Italy,44.20N,11.18E
2343017,1796-06-01,19.485,4.16,Florence,Italy,44.20N,11.18E
2343018,1796-07-01,22.004,2.882,Florence,Italy,44.20N,11.18E
2343019,1796-08-01,22.309,4.847,Florence,Italy,44.20N,11.18E
2343020,1796-09-01,19.665000000000006,5.085,Florence,Italy,44.20N,11.18E
2343021,1796-10-01,13.107000000000001,1.915,Florence,Italy,44.20N,11.18E
2343022,1796-11-01,8.113999999999999,3.629,Florence,Italy,44.20N,11.18E
2343023,1796-12-01,1.529,5.02,Florence,Italy,44.20N,11.18E
2343024,1797-01-01,2.89,9.095,Florence,Italy,44.20N,11.18E
2343025,1797-02-01,4.402,3.091,Florence,Italy,44.20N,11.18E
2343026,1797-03-01,5.38,2.695,Florence,Italy,44.20N,11.18E
2343027,1797-04-01,11.273,4.1389999999999985,Florence,Italy,44.20N,11.18E
2343028,1797-05-01,16.867,3.082,Florence,Italy,44.20N,11.18E
2343029,1797-06-01,18.155,2.684,Florence,Italy,44.20N,11.18E
2343030,1797-07-01,23.158,2.411,Florence,Italy,44.20N,11.18E
2343031,1797-08-01,23.403,3.023,Florence,Italy,44.20N,11.18E
2343032,1797-09-01,19.227,4.4,Florence,Italy,44.20N,11.18E
2343033,1797-10-01,12.659,2.441,Florence,Italy,44.20N,11.18E
2343034,1797-11-01,8.259,3.524,Florence,Italy,44.20N,11.18E
2343035,1797-12-01,4.67,3.888,Florence,Italy,44.20N,11.18E
2343036,1798-01-01,3.3289999999999997,2.5580000000000003,Florence,Italy,44.20N,11.18E
2343037,1798-02-01,5.289,2.653,Florence,Italy,44.20N,11.18E
2343038,1798-03-01,6.976999999999999,2.169,Florence,Italy,44.20N,11.18E
2343039,1798-04-01,10.617,1.918,Florence,Italy,44.20N,11.18E
2343040,1798-05-01,15.946000000000002,4.42,Florence,Italy,44.20N,11.18E
2343041,1798-06-01,19.496,2.3,Florence,Italy,44.20N,11.18E
2343042,1798-07-01,22.625,3.1660000000000004,Florence,Italy,44.20N,11.18E
2343043,1798-08-01,22.663,5.742000000000001,Florence,Italy,44.20N,11.18E
2343044,1798-09-01,18.656,4.194,Florence,Italy,44.20N,11.18E
2343045,1798-10-01,12.054,3.189,Florence,Italy,44.20N,11.18E
2343046,1798-11-01,7.314,3.716,Florence,Italy,44.20N,11.18E
2343047,1798-12-01,1.2800000000000002,2.514,Florence,Italy,44.20N,11.18E
2343048,1799-01-01,-1.7910000000000004,2.416,Florence,Italy,44.20N,11.18E
2343049,1799-02-01,3.6260000000000003,3.334,Florence,Italy,44.20N,11.18E
2343050,1799-03-01,6.8889999999999985,3.739,Florence,Italy,44.20N,11.18E
2343051,1799-04-01,9.079,4.895,Florence,Italy,44.20N,11.18E
2343052,1799-05-01,13.867,1.681,Florence,Italy,44.20N,11.18E
2343053,1799-06-01,17.526999999999994,3.861,Florence,Italy,44.20N,11.18E
2343054,1799-07-01,21.078000000000007,3.466,Florence,Italy,44.20N,11.18E
2343055,1799-08-01,21.905,1.368,Florence,Italy,44.20N,11.18E
2343056,1799-09-01,17.93,3.779,Florence,Italy,44.20N,11.18E
2343057,1799-10-01,12.936,3.103,Florence,Italy,44.20N,11.18E
2343058,1799-11-01,6.057,2.753,Florence,Italy,44.20N,11.18E
2343059,1799-12-01,1.923,2.488,Florence,Italy,44.20N,11.18E
2343060,1800-01-01,4.029999999999999,2.103,Florence,Italy,44.20N,11.18E
2343061,1800-02-01,4.957,4.488,Florence,Italy,44.20N,11.18E
2343062,1800-03-01,4.448,3.232,Florence,Italy,44.20N,11.18E
2343063,1800-04-01,13.688,1.87,Florence,Italy,44.20N,11.18E
2343064,1800-05-01,17.047,1.5719999999999998,Florence,Italy,44.20N,11.18E
2343065,1800-06-01,18.066,1.601,Florence,Italy,44.20N,11.18E
2343066,1800-07-01,22.233,1.915,Florence,Italy,44.20N,11.18E
2343067,1800-08-01,21.746,2.785,Florence,Italy,44.20N,11.18E
2343068,1800-09-01,18.008000000000006,2.888,Florence,Italy,44.20N,11.18E
2343069,1800-10-01,12.129000000000001,3.167,Florence,Italy,44.20N,11.18E
2343070,1800-11-01,8.394,2.935,Florence,Italy,44.20N,11.18E
2343071,1800-12-01,3.49,2.712,Florence,Italy,44.20N,11.18E
2343072,1801-01-01,2.838,1.997,Florence,Italy,44.20N,11.18E
2343073,1801-02-01,4.722,1.058,Florence,Italy,44.20N,11.18E
2343074,1801-03-01,8.901,2.107,Florence,Italy,44.20N,11.18E
2343075,1801-04-01,11.661,2.745,Florence,Italy,44.20N,11.18E
2343076,1801-05-01,16.543,2.155,Florence,Italy,44.20N,11.18E
2343077,1801-06-01,19.06,2.331,Florence,Italy,44.20N,11.18E
2343078,1801-07-01,22.26,3.418,Florence,Italy,44.20N,11.18E
2343079,1801-08-01,20.844,2.264,Florence,Italy,44.20N,11.18E
2343080,1801-09-01,18.132,1.945,Florence,Italy,44.20N,11.18E
2343081,1801-10-01,13.293,1.252,Florence,Italy,44.20N,11.18E
2343082,1801-11-01,9.103,2.122,Florence,Italy,44.20N,11.18E
2343083,1801-12-01,3.4530000000000003,4.937,Florence,Italy,44.20N,11.18E
2343084,1802-01-01,1.61,2.386,Florence,Italy,44.20N,11.18E
